CODIGO;TITULO
0701;0701 - PAPAS (PATATAS) FRESCAS O REFRIGERADAS
07011000;07011000 - - PARA SIEMBRA
07019000;07019000 - - Las demás
0702;0702 - TOMATES FRESCOS O REFRIGERADOS
07020000;07020000 - TOMATES FRESCOS O REFRIGERADOS
0703;0703 - CEBOLLAS, CHALOTES, AJOS, PUERROS Y DEMAS HORTALIZAS ALIACEA
07031000;07031000 - - CEBOLLAS Y CHALOTES:
07031010;07031010 - - - CEBOLLAS:
07031011;07031011 - - - - AMARILLAS
07031012;07031012 - - - - BLANCAS
07031013;07031013 - - - - ROJAS
07031019;07031019 - - - - Las demás
07031020;07031020 - - - CHALOTES
07032000;07032000 - - AJOS
07039000;07039000 - - Puerros y demás hortalizas aliáceas (incluso silvestres)
0704;0704 - COLES, INCLUIDOS LOS REPOLLOS, COLIFLORES, COLES RIZADAS, CO
07041000;"07041000 - - COLIFLORES Y BRECOLES (""BROCCOLI"")"
07042000;07042000 - - COLES (REPOLLITOS) DE BRUSELAS
07049000;07049000 - --Repollo
07049010;07049010 - -- Repollo
07049090;07049090 - --Otros
0705;0705 - LECHUGAS (LACTUCA SATIVA) Y ACHICORIAS, COMPRENDIDAS LA ESCA
07051000;07051000 - - LECHUGAS:
07051100;07051100 - - - REPOLLADAS
07051900;07051900 - - - Las demás
07052000;07052000 - - ACHICORIAS, COMPRENDIDAS LA ESCAROLA Y LA ENDIBIA:
07052100;"07052100 - - - ENDIBIA ""WITLOOF"" (CICHORIUM INTYBUS VAR FOLIOSUM)"
07052900;07052900 - - - Las demás
0706;0706 - ZANAHORIAS, NABOS, REMOLACHAS PARA ENSALADA, SALSIFIES, APIO
07061000;07061000 - - ZANAHORIAS Y NABOS
07069000;07069000 - - Los demás
0707;0707 - PEPINOS Y PEPINILLOS, FRESCOS O REFRIGERADOS
07070000;07070000 - PEPINOS Y PEPINILLOS, FRESCOS O REFRIGERADOS
0708;0708 - HORTALIZAS DE VAINA (INCLUSO SILVESTRES), AUNQUE ESTEN DESVA
07081000;07081000 - - ARVEJAS (GUISANTES, CHICHAROS) (PISUMSATIVUM)
07082000;07082000 - - FRIJOLES (JUDIAS, POROTOS, ALUBIAS, FREJOLES) (VIGNA SPP.,
07089000;07089000 - - Las demás
0709;0709 - LAS DEMAS HORTALIZAS (INCLUSO SILVESTRES), FRESCAS O REFRIGE
07091000;07091000 - - ALCACHOFAS (ALCAUCILES)
07092000;07092000 - - Espárragos
07093000;07093000 - - BERENJENAS
07094000;07094000 - - APIO, EXCEPTO EL APIONABO
07095000;07095000 - - SETAS Y DEMAS HONGOS, Y TRUFAS:
07095100;07095100 - - - SETAS Y DEMAS HONGOS
07095200;07095200 - - - TRUFAS
07095900;07095900 - - - Los demás
07096000;07096000 - - FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA:
07096010;07096010 - - - PIMIENTOS (CHILES) DULCES
07096020;07096020 - - - CHILE TABASCO (CAPSICUM FRUTESCENS L.)
07096090;07096090 - - - OTROS
07097000;07097000 - - ESPINACAS (INCLUIDA LA DE NUEVA ZELANDA) Y ARMUELLES
07099000;07099000 - - LAS DEMAS:
07099010;07099010 - - - Maíz dulce
07099020;07099020 - - - CHAYOTES
07099030;07099030 - - - AYOTES
07099040;07099040 - - - OKRAS
07099050;07099050 - - - Alcachofas (alcauciles)
07099090;07099090 - - - OTRAS
07099100;07099100 - - - Otros
07099200;07099200 - - - Aceitunas
07099310;07099310 - - - - Ayotes
07099320;07099320 - - - - Zapallos
07099390;07099390 - - - - Otros
07099910;07099910 - - - - Maiz dulce
07099920;07099920 - - - - Chayotes
07099930;07099930 - - - - Okras
07099990;07099990 - - - - Otras
0710;0710 - HORTALIZAS (INCLUSO SILVESTRES), AUNQUE ESTEN COCIDAS EN AGU
07101000;07101000 - - PAPAS (PATATAS)
07102000;07102000 - - HORTALIZAS DE VAINA, INCLUSO DESCAINADAS:
07102100;07102100 - - - ARVEJAS (GUISANTES, CHICHAROS) (PISUMSATIVUM)
07102200;07102200 - - - FRIJOLES (JUDIAS, POROTOS, ALUBIAS, FREJOLES)(VIGNA SPP.
07102900;07102900 - - - Las demás
07103000;07103000 - - ESPINACAS (INCLUIDA LA DE NUEVA ZELANDIA) Y ARMUELLES
07104000;07104000 - - Maíz dulce
07108000;07108000 - - Las demás hortalizas (incluso silvestres)
07109000;07109000 - - Mezclas de hortalizas (incluso silvestres)
0711;0711 - HORTALIZAS (INCLUSO SILVESTRES) CONSERVADAS PROVISIONALMENTE
07111000;07111000 - - CEBOLLAS
07112000;07112000 - - ACEITUNAS
07113000;07113000 - - ALCAPARRAS
07114000;07114000 - - PEPINOS Y PEPINILLOS
07115100;07115100 - - - Hongos del género Agaricus
07115900;07115900 - - - Los demás
07119000;"07119000 - - LAS DEMAS HORTALIZAS; MEZCLAS DE HORTALIZAS:"
07119010;07119010 - - - SETAS Y DEMAS HONGOS
07119020;07119020 - - - Cebollas
07119030;07119030 - - - Alcaparras
07119090;07119090 - - - Otras, incluidas las mezclas de hortalizas
0712;0712 - HORTALIZAS (INCLUSO SILVESTRES) SECAS, INCLUIDAS LAS CORTADA
07122000;07122000 - - CEBOLLAS:
07122010;07122010 - - - En polvo, en envases de contenido neto superior o igual 
07122090;07122090 - - - OTRAS
07123000;07123000 - - SETAS Y DEMAS HONGOS, Y TRUFAS
07123100;07123100 - - - Hongos del género Agaricus
07123200;07123200 - - - Orejas de Judas (Auricularia spp)
07123300;07123300 - - - Hongos gelatinosos (Tremella spp)
07123900;07123900 - - - Los demás
07129000;"07129000 - - LAS DEMAS HORTALIZAS; MEZCLAS DE HORTALIZAS:"
07129010;07129010 - - - Tomates, perejil, mejorana o ajos, en polvo, en envases 
07129020;07129020 - - -Granos de ma¿z dulce(Zea Mays var saccharata),para la sie
07129090;07129090 - - - OTRAS, INCLUIDAS LAS MEZCLAS DE HORTALIZAS
0713;0713 - HORTALIZAS DE VAINA (INCLUSO SILVESTRES) SECAS DESVAINADAS, 
07131000;07131000 - - ARVEJAS (GUISANTES, CHICHAROS) (PISUMSATIVUM)
07131010;07131010 - - - Arvejas (Pisum sativum), para la siembra
07131090;07131090 - - - Otras
07132000;07132000 - - GARBANZOS
07133000;07133000 - - FRIJOLES (JUDIAS, POROTOS, ALUBIAS, FREJOLES)(VIGNA SPP., 
07133100;07133100 - - - DE LAS ESPECIES VIGNA MUNGO (L) HEPPER O VIGNA RADIATA (
07133110;07133110 - - - - DE LAS ESPECIE VIGNA MUNGO (L) HEPPER
07133190;07133190 - - - - OTROS
07133200;"07133200 - - - ADZUKI (""ROJOS PEQUE¥OS"")(PHASEOLUS O VIGNA ANGULARIS)"
07133300;07133300 - - - COMUNES (PHASEOLUS VULGARIS):
07133310;07133310 - - - - Negros(frijoles)
07133320;07133320 - - - - BLANCOS
07133330;07133330 - - - - Granos de frijol ejotero (Phaseolus vulgaris), para la
07133340;07133340 - - - - Rojos
07133390;07133390 - - - - OTROS
07133400;07133400 - - - Bambara (Vigna subterranea o Voandzeia subterranea)
07133500;07133500 - - - Salvaje o caupi (Vigna unguiculata)
07133900;07133900 - - - LOS DEMAS:
07133910;07133910 - - - - CUBACES (PHASEOLUS COCCINIUS)
07133920;07133920 - - - - LIMAS (PHASEOLUS LUNATUS)
07133990;07133990 - - - - OTROS
07134000;07134000 - - LENTEJAS
07135000;07135000 - - HABAS (VICIA FABA VAR.MAJOR), HABAS CABALLAR (VICIA FABA V
07136000;07136000 - - Gandu o gandul (frijol de palo) (Cajanus cajan)
07139000;07139000 - - LAS DEMAS:
07139010;07139010 - - - GANDULES (CAJANUS CAJAN)
07139090;07139090 - - - OTRAS
0714;0714 - RAICES DE YUCA (MANDIOCA), ARRURRUZ O SALEP, AGUATURMAS (PAT
07141000;07141000 - --Congelados
07141010;07141010 - --Congelados
07141090;07141090 - --Otras
07142000;07142000 - --Congelados
07142010;07142010 - --Congelados
07142090;07142090 - --otros
07143010;07143010 - - - Yampi (Dioscorea trifida)
07143020;07143020 - - - ?ames (Dioscorea alata)
07143090;07143090 - - - Otros
07144010;07144010 - - - ?ampi (Colocasia esculenta)
07144090;07144090 - - - Otras
07145010;07145010 - - - Tiquisque (yautia) (Xanthosoma saggitifolium)
07145090;07145090 - - - Otras
07149000;07149000 - - LOS DEMAS:
07149010;07149010 - - - Malanga (ñampí) (Colocasia esculenta)
07149020;07149020 - - - Ñames (Dioscorea alata)
07149030;07149030 - - - Tiquisque (yautía) (Xanthosoma saggitifolium)
07149040;07149040 - - - Yampí (Dioscorea trifida)
07149090;07149090 - - - OTROS
08;"08 - FRUTAS Y FRUTOS COMESTIBLES; CORTEZAS DE AGRIOS (CITRICOS), "
0801;0801 - COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑON (MEREY, CAJUIL,
08011000;08011000 - - COCOS:
08011100;08011100 - - - SECOS
08011200;08011200 - - - Con la cascara interna (endocarpio)
08011900;08011900 - - - Los demás
08012000;08012000 - - NUECES DEL BRASIL:
08012100;08012100 - - - Con cáscara
08012200;08012200 - - - Sin cáscara
08013000;"08013000 - - NUECES DE MARA¥ON (MEREY, CAJUIL, ANACARDO, ""CAJU""):"
08013100;08013100 - - - Con cáscara
08013200;08013200 - - - Sin cáscara
0802;0802 - LOS DEMAS FRUTOS DE CASCARA FRESCOS O SECOS, INCLUSO SIN CAS
08021000;08021000 - - ALMENDRAS:
08021100;08021100 - - - Con cáscara
08021200;08021200 - - - Sin cáscara
08022000;08022000 - - AVELLANAS (CORYLUS SPP.):
08022100;08022100 - - - Con cáscara
08022200;08022200 - - - Sin cáscara
08023000;08023000 - - NUECES DE NOGAL:
08023100;08023100 - - - Con cáscara
08023200;08023200 - - - Sin cáscara
08024000;08024000 - - Castañas (Castanea spp)
08024100;08024100 - - - Con cascara
08024200;08024200 - - - Sin cascara
08025000;08025000 - - PISTACHOS
08025100;08025100 - - - Con cascara
08025200;08025200 - - - Sin cascara
08026000;08026000 - - Nueces de macadamia
08026100;08026100 - - - Con cascara
08026200;08026200 - - - Sin cascara
08027000;08027000 - - Nueces de cola (Cola spp.)
08028000;08028000 - - Nueces de areca
08029000;08029000 - - LOS DEMAS:
08029010;08029010 - - - Macadamia (Macadamia integrífolea)
08029090;08029090 - - - OTROS
0803;0803 - BANANAS O PLATANOS, FRESCOS O SECOS
08030010;08030010 - - BANANAS (MUSA BALBISIACA ACUMINATA, MUSA PARADISIACA O MUS
08030011;08030011 - - - FRESCAS
08030012;08030012 - - - SECAS
08030020;08030020 - - PLATANOS (MUSA ACUMINATA VAR, PLANTAIN)
08030090;08030090 - - OTROS
08031000;08031000 - - Platanos
08039011;08039011 - - - - Frescas
08039012;08039012 - - - - Secas
08039090;08039090 - - - Otros
0804;0804 - DATILES, HIGOS, PIÑAS TROPICALES (ANANAS), AGUACATES (PALTAS
08041000;08041000 - - Dátiles
08042000;08042000 - - HIGOS
08043000;08043000 - - Piñas tropicales (ananás)
08044000;08044000 - - AGUACATES (PALTAS)
08045000;08045000 - - GUAYABAS, MANGOS Y MANGOSTANES:
08045010;08045010 - - - MANGOS
08045020;08045020 - - - GUAYABAS Y MANGOSTANES
0805;0805 - AGRIOS (CITRICOS) FRESCOS O SECOS
08051000;08051000 - - NARANJAS
08052000;"08052000 - - Mandarinas (incluidas las tangerinas y satsumas); clementi"
08052100;08052100 -  - - Mandarinas (incluidas las tangerinas y satsumas)
08052200;08052200 -  - - Clementinas
08052900;08052900 -  - - Los demas
08053000;08053000 - - LIMONES (CITRUS LIMON, CITRUS LIMONUM)Y LIMA (CITRUS AURAN
08054000;08054000 - - TORONJAS O POMELOS
08055000;08055000 - -  Limones (Citrus limon, Citrus limonum)
08059000;08059000 - - Los demás
0806;0806 - UVAS, FRESCAS O SECAS, INCLUIDAS LAS PASAS
08061000;08061000 - - FRESCAS
08062000;08062000 - - SECAS. OCLUIDAS LAS PASAS
0807;0807 - MELONES, SANDIAS Y PAPAYAS, FRESCOS
08071000;08071000 - - MELONES Y SANDIAS:
08071100;08071100 - - - Sandías
08071900;08071900 - - - Los demás
08072000;08072000 - - PAPAYAS
0808;0808 - MANZANAS, PERAS Y MEMBRILLOS, FRESCOS
08081000;08081000 - - MANZANAS
08082000;08082000 - - PERAS Y MEMBRILLOS:
08082010;08082010 - - - PERAS
08082020;08082020 - - - MEMBRILLOS
08083000;08083000 - - Peras
08084000;08084000 - - Membrillos
0809;0809 - ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (D
08091000;08091000 - - ALBARICOQUES (DAMASCOS, CHABACANOS)
08092000;08092000 - - CEREZAS
08092100;08092100 - - - Guindas (cerezas acidas) (Prunus cerasus)
08092900;08092900 - - - Las demas
08093000;08093000 - - Melocotones (duraznos), incluidos los griñones y nectarina
08094000;08094000 - - CIRUELAS Y ENDRINAS
0810;0810 - LAS DEMAS FRUTAS U OTROS FRUTOS, FRESCOS
08101000;08101000 - - FRESAS (FRUTILLAS)
08102000;08102000 - - FRAMBUESAS, ZARZAMORAS, MORAS Y MORAS-FRAMBUESA
08103000;08103000 - - GROSELLAS, INCLUIDO EL CASIS
08104000;08104000 - - Arándanos rojos, mirtilos y demás frutos del género Vaccin
08105000;08105000 - - KIWIS
08106000;08106000 - - Duriones
08107000;08107000 - - Caquis (persimonios)
08109000;08109000 - - LOS DEMAS:
08109010;08109010 - - - Guanábanas (Annona muricata)
08109020;08109020 - - - ANONAS (ANNONA SQUAMOSA)
08109030;08109030 - - - Maracuyá (Passiflora edulis var flavicarpa)
08109040;08109040 - - - GRANADILLA (PASSIFLORA EDULIS VAR, SIMS)
08109050;08109050 - - - PITAHAYAS:
08109051;08109051 - - - - Rojas, con cáscara
08109052;08109052 - - - - Amarillas, con cáscara
08109053;08109053 - - - - Las demás, con cáscara
08109054;08109054 - - - - Sin cáscara
08109060;08109060 -  - - Grosellas, incluido el casis
08109070;08109070 - - - Rambutan (Nephelium lappaceum)
08109090;08109090 - - - OTROS
0811;0811 - FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, 
08111000;08111000 - - FRESAS (FRUTILLAS)
08112000;08112000 - - FRAMBUESAS, ZARZAMORAS, MORAS Y MORAS-FRAMBUESA Y GROSELLA
08119000;08119000 - - Los demás
0812;0812 - FRUTAS Y OTROS FRUTOS, CONSERVADOS PROVISIONALMENTE (POR EJE
08121000;08121000 - - CEREZAS
08121010;08121010 - - - GUINDAS
08121090;08121090 - - - OTRAS
08122000;08122000 - - FRESAS (FRUTILLAS)
08129000;08129000 - - LOS DEMAS
08129010;08129010 - - - Fresas (frutillas)
08129090;08129090 - - - Otros
0813;0813 - FRUTAS Y OTROS FRUTOS, SECOS, EXCEPTO LOS DE LAS PARTIDAS  0
08131000;08131000 - - ALBARICOQUES (DAMASCOS, CHABACANOS)
08132000;08132000 - - CIRUELAS
08133000;08133000 - - MANZANAS
08133010;08133010 - - - En trozos
08133090;08133090 - - - Otras
08134000;08134000 - - Las demás frutas u otros frutos
08135000;08135000 - - Mezclas de frutas u otros frutos, secos, o de frutos de cá
0814;0814 - CORTEZAS DE AGRIOS (CITRICOS), MELONES O SANDIAS, FRESCAS, C
08140000;08140000 - CORTEZAS DE AGRIOS (CITRICOS), MELONES O SANDIAS, FRESCAS, C
09;09 - CAFE, TE, YERBA MATE Y ESPECIAS
0901;"0901 - CAFE, INCLUSO TOSTADO O DESCAFEINADO; CASCARA Y CASCARILLA D"
09011000;09011000 - - CAFE SIN TOSTAR:
09011100;09011100 - - - SIN DESCAFEINAR:
09011110;09011110 - - - - Sin beneficiar (café cereza)
09011120;09011120 - - - - Café pergamino
09011130;09011130 - - - - Café oro
09011190;09011190 - - - - OTROS
09011200;09011200 - - - DESCAFEINADO
09012000;09012000 - - CAFE TOSTADO:
09012100;09012100 - - - SIN DESCAFEINAR
09012200;09012200 - - - DESCAFEINADO
09019000;09019000 - - Los demás
0902;0902 - TE, INCLUSO AROMATIZADO
09021000;09021000 - - TE VERDE (SIN FERMENTAR)PRESENT.EN ENV.INMED.C/UN CONT.INF
09022000;09022000 - - Té verde (sin fermentar) presentado de otra forma
09023000;09023000 - - TE NEGRO (FERMENTADO)Y TE PARC.FERM.PR.EN ENV.INMD.C/UN CO
09024000;09024000 - - TE NEGRO(FERMENTADO)Y TE PARCIALMENTE FERMENTADO, PRESENTA
0903;0903 - YERBA MATE
09030000;09030000 - YERBA MATE
0904;"0904 - PIMIENTA DEL GENERO PIPER; FRUTOS DE LOS GENEROS CAPSICUM O "
09041000;09041000 - - PIMIENTA:
09041100;09041100 - - - SIN TRITURAR NI PULVERIZAR
09041110;09041110 - - - - Pimienta negra
09041190;09041190 - - - - Otras
09041200;09041200 - - - TRITURADA O PULVERIZADA
09042000;09042000 - - FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, TRITURADO
09042010;09042010 - - - SIN TRITURAR NI PULVERIZAR
09042020;09042020 - - - TRITURADOS O PULVERIZADOS
09042100;09042100 - - - Secos, sin triturar ni pulverizar
09042200;09042200 - - - Triturados o pulverizados
0905;0905 - VAINILLA
09050000;09050000 - VAINILLA
09051000;09051000 - - Sin triturar ni pulverizar
09052000;09052000 - - Triturada o pulverizada
0906;0906 - CANELA Y FLORES DE CANELERO
09061000;09061000 - - SIN TRITURAR NI PULVERIZAR
09061100;09061100 - - - Canela (Cinnamomum zeylanicum Blume)
09061900;09061900 - - - Las demas
09062000;09062000 - - TRITURADAS O PULVERIZADAS
0907;0907 - CLAVO (FRUTOS, CLAVILLOS Y PEDUNCULOS)
09070000;09070000 - CLAVO (FRUTOS, CLAVILLOS Y PEDUNCULOS)
09071000;09071000 - - Sin triturar ni pulverizar
09072000;09072000 - - Triturado o pulverizado
0908;0908 - NUEZ MOSCADA, MACIS, AMOMOS Y CARDAMOMOS
09081000;09081000 - - NUEZ MOSCADA
09081100;09081100 - - - Sin triturar ni pulverizar
09081200;09081200 - - - Triturada o pulverizada
09082000;09082000 - - MACIS
09082100;09082100 - - - Sin triturar ni pulverizar
09082200;09082200 - - - Triturado o pulverizado
09083000;09083000 - - AMOMOS Y CARDAMOMOS:
09083010;09083010 - - - AMOMOS
09083020;09083020 - - - CARDAMOMOS
09083110;09083110 - - - - Amomos
09083120;09083120 - - - - Cardamomos
09083210;09083210 - - - - Amomos
09083220;09083220 - - - - Cardamomos
0909;0909 - SEMILLAS DE ANIS, BADIANA, HINOJO, CILANTRO (CULANTRO), COMI
09091000;09091000 - - Semillas de anís o de badiana
09092000;09092000 - - SEMILLAS DE CILANTRO (CULANTRO)
09092100;09092100 - - - Sin triturar ni pulverizar
09092200;09092200 - - - Trituradas o pulverizadas
09093000;09093000 - - SEMILLAS DE COMINO
09093010;09093010 - - - SIN TRITURAR NI PULVERIZAR
09093020;09093020 - - - TRITURADAS O PULVERIZADAS
09093100;09093100 - - - Sin triturar ni pulverizar
09093200;09093200 - - - Trituradas o pulverizadas
09094000;09094000 - - SEMILLAS DE ALCARAVEA
09095000;"09095000 - - SEMILLAS DE HINOJO; BAYAS DE ENEBRO"
09096110;09096110 - - - - Semillas de anis o de badiana
09096120;09096120 - - - - Semillas de alcaravea
09096130;"09096130 - - - - Semillas de hinojo; bayas de enebro"
09096210;09096210 - - - - Semillas de anis o de badiana
09096220;09096220 - - - - Semillas de alcaravea
09096230;"09096230 - - - - Semillas de hinojo; bayas de enebro"
0910;"0910 - JENGIBRE, AZAFRAN, CURCUMA, TOMILLO, HOJAS DE LAUREL, """"CURR"
09101000;09101000 - - JENGIBRE:
09101010;09101010 - - - SECO:
09101011;09101011 - - - - SIN TRITURAR NI PULVERIZAR
09101012;09101012 - - - - TRITURADO O PULVERIZADO
09101090;09101090 - - - OTROS
09101110;09101110 - - - - Seco
09101190;09101190 - - - - Otros
09101210;09101210 - - - - Seco
09101290;09101290 - - - - Otros
09102000;09102000 - - Azafrán
09103000;09103000 - - Cúrcuma
09104000;"09104000 - - TOMILLO; HOJAS DE LAUREL:"
09104010;09104010 - - - TOMILLO
09104020;09104020 - - - HOJAS DE LAUREL
09105000;"09105000 - - ""CURRY"""
09109000;09109000 - - LAS DEMAS ESPECIAS:
09109100;09109100 - - - Mezclas previstas en la Nota 1 b) de este Capítulo
09109900;09109900 - - - Las demás
09109910;09109910 - - - - Tomillo
09109920;09109920 - - - - Hojas de Laurel
09109930;09109930 - - - - Curry
09109990;09109990 - - - - Otras
10;10 - CEREALES
1001;1001 - TRIGO Y MORCAJO (TRANQUILLON)
10011000;10011000 - - TRIGO DURO
10011100;10011100 - - - Para siembra
10011900;10011900 - - - Los demas
10019000;10019000 - - Los demás
10019100;10019100 - - - Para siembra
10019900;10019900 - - - Los demas
1002;1002 - CENTENO
10020000;10020000 - CENTENO
10021000;10021000 - - Para siembra
10029000;10029000 - - Los demas
1003;1003 - CEBADA
10030000;10030000 - CEBADA
10031000;10031000 - - Para siembra
10039000;10039000 - - Los demas
1004;1004 - AVENA
10040000;10040000 - AVENA
10041000;10041000 - - Para siembra
10049000;10049000 - - Los demas
1005;1005 - MAIZ
10051000;10051000 - - PARA SIEMBRA
10059000;10059000 - - LOS DEMAS:
10059010;"10059010 - - - MAIZ TIPO ""POP"" (ZEA MAYS EVERTA)"
10059020;10059020 - - - Maíz amarillo
10059021;10059021 - - - - GRADO US NO.1, SOLO PARA USO INDUSTRIAL EN ALIMENTOS PARA HUMANOS.
10059029;10059029 - - - - LOS DEMAS
10059030;10059030 - - - Maíz blanco
10059090;10059090 - - - OTROS
1006;1006 - ARROZ
10061000;"10061000 - - ARROZ CON CASCARA (ARROZ ""PADDY""):"
10061010;10061010 - - - PARA SIEMBRA
10061090;10061090 - - - OTROS
10062000;10062000 - - ARROZ DESCASCARILLADO (ARROZ CARGO O ARROZ PARDO)
10063000;10063000 - - ARROZ SEMIBLANQUEADO O BLANQUEADO, INCLUSO PULIDO O GLASEA
10063010;10063010 - - - Grano tama¤o medio fracionado en uno de sus extremos, co
10063090;10063090 - - - Otros
10064000;10064000 - - ARROZ PARTIDO
10064010;10064010 - - - Grano tamaño medio fraccionado en uno de sus extremos, con rango de contenido de gra
10064090;10064090 - - - Otros
1007;1007 - SORGO DE GRANO (GRANIFERO)
10070010;10070010 - - PARA SIEMBRA
10070090;10070090 - - OTROS
10071000;10071000 - - Para siembra
10079000;10079000 - - Los demas
1008;"1008 - ALFORFON, MIJO Y ALPISTE; LOS DEMAS CEREALES"
10081000;10081000 - - Alforfón
10082000;10082000 - - MIJO:
10082010;10082010 - - - PARA SIEMBRA
10082090;10082090 - - - OTROS
10082100;10082100 - - - Para siembra
10082900;10082900 - - - Los demas
10083000;10083000 - - ALPISTE
10084000;10084000 - - Fonio (Digitaria spp.)
10085000;10085000 - - Quinua (quinoa) (Chenopodium quinoa)
10086000;10086000 - - Triticale
10089000;10089000 - - Los demás cereales
11;"11 - PRODUCTOS DE LA MOLINERIA; MALTA; ALMIDON Y FECULA; INULINA;"
1101;1101 - -HARINA DE TRIGO O DE MORCAJO (TRANQUILLON)
11010000;11010000 - HARINA DE TRIGO O DE MORCAJO (TRANQUILLON)
1102;1102 - HARINA DE CEREALES, EXCEPTO DE TRIGO O DE MORCAJO (TRANQUILL
11021000;11021000 - - HARINA DE CENTENO
11022000;11022000 - - Harina de maíz
11023000;11023000 - - HARINA DE ARROZ
11029000;11029000 - - LAS DEMAS:
11029010;11029010 - - - HARINA DE CEBADA
11029020;11029020 - - HARINA DE AVENA
11029030;11029030 - - - Harina de arroz
11029040;11029040 - - - Harina de centeno
11029090;11029090 - - - OTRAS
1103;"1103 - GRAÑONES, SEMOLA Y """"PELLETS"""", DE CERE"
11031000;11031000 - - GRA¥ONES Y SEMOLA:
11031100;11031100 - - - DE TRIGO
11031200;11031200 - - - DE AVENA
11031300;11031300 - - - DE MAIZ
11031310;11031310 - ---SEMOLA PREGELATINIZADA, UTILIZADA COMO ADITIVO DE CERVECE
11031390;11031390 - ---OTROS
11031400;11031400 - - - DE ARROZ
11031900;11031900 - - - DE LOS DEMAS CEREALES
11031910;11031910 - - - - De avena
11031920;11031920 - - - - De arroz
11031990;11031990 - - - - Otros
11032000;"11032000 - - ""PELLETS"":"
11032010;11032010 - - - De trigo
11032090;11032090 - - - Otros
11032100;11032100 - - - DE TRIGO
11032900;11032900 - - - DE LOS DEMAS CEREALES
1104;1104 - GRANOS DE CEREALES TRABAJADOS DE OTRO MODO (POR EJEMPLO: MON
11041000;11041000 - - GRANOS APLASTADOS O EN COPOS:
11041100;11041100 - - - DE CEBADA
11041200;11041200 - - - DE AVENA
11041900;11041900 - - - DE LOS DEMAS CEREALES
11041910;11041910 - - - - De cebada
11041990;11041990 - - - - Otros
11042000;11042000 - - LOS DEMAS GRANOS TRABAJADOS (POR EJEMPLO:MONDADOS,PERLADOS
11042100;11042100 - - - DE CEBADA
11042200;11042200 - - - DE AVENA:
11042210;11042210 - - - - MONDADOS
11042211;11042211 - - - - - Estabilizados por medio de tratamiento t¿rmico para 
11042219;11042219 - - - - - Los dem¿s
11042290;11042290 - - - - OTROS
11042300;11042300 - - - De maíz
11042900;11042900 - - - DE LOS DEMAS CEREALES
11042910;11042910 - - - - De cebada
11042990;11042990 - - - - Otros
11043000;11043000 - - GERMEN DE CEREALES ENTERO, APLASTADO, EN COPOS O MOLIDO
1105;"1105 - HARINA, SEMOLA, POLVO, COPOS, GRANULOS Y """"PELLETS"""", DE PAP"
11051000;11051000 - - Harina, sémola y polvo
11052000;"11052000 - - COPOS, GRANULOS Y ""PELLETS"""
11052010;11052010 - - - Copos y gránulos
11052020;"11052020 - - -""""Pellets"""
1106;1106 - HARINA, SEMOLA Y POLVO DE LAS HORTALIZAS (INCLUSO SILVESTRES
11061000;11061000 - - DE LAS HORTALIZAS DE LA PARTIDA N.# 07.13
11062000;11062000 - --Harina de yuca (Mandioca)
11062010;11062010 - --Harina de yuca(Mandioca)
11062090;11062090 - --Otros
11063000;11063000 - - De los productos del Capítulo 8
1107;1107 - MALTA (DE CEBADA U OTROS CEREALES), INCLUSO TOSTADA
11071000;11071000 - - SIN TOSTAR
11072000;11072000 - - TOSTADA
1108;"1108 - ALMIDON Y FECULA; INULINA"
11081000;11081000 - - ALMIDON Y FECULA:
11081100;11081100 - - - Almidón de trigo
11081200;11081200 - - - Almidón de maíz
11081300;11081300 - - - Fécula de papa (patata)
11081400;11081400 - - - Fécula de yuca (mandioca)
11081900;11081900 - - - Los demás almidones y féculas
11082000;11082000 - - INULINA
1109;1109 - GLUTEN DE TRIGO, INCLUSO SECO
11090000;11090000 - GLUTEN DE TRIGO, INCLUSO SECO
12;"12 - SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS DIVERSOS; P"
1201;1201 - HABAS (FRIJOLES, POROTOS, FREJOLES) DE SOJA (SOYA), INCLUSO 
12010010;12010010 - - PARA SIEMBRA
12010090;12010090 - - OTRAS
12011000;12011000 - - Para siembra
12019000;12019000 - - Los demas
1202;1202 - CACAHUATES (CACAHUETES, MANIES) SIN TOSTAR NI COCER DE OTRO 
12021000;12021000 - - CON CASCARA:
12021010;12021010 - - - PARA SIEMBRA
12021090;12021090 - - - OTROS
12022000;12022000 - - SIN CASCARA, INCLUSO QUEBRANTADOS:
12022010;12022010 - - - PARA SIEMBRA
12022090;12022090 - - - OTROS
12023000;12023000 - - Para siembra
12024100;12024100 - - - Con cascara
12024200;12024200 - - - Sin cascara, incluso quebrantados
1203;1203 - COPRA
12030000;12030000 - COPRA
1204;1204 - SEMILLA DE LINO, INCLUSO QUEBRANTADA
12040000;12040000 - SEMILLA DE LINO, INCLUSO QUEBRANTADA
1205;1205 - SEMILLAS DE NABO (NABINA) O DE COLZA, INCLUSO QUEBRANTADAS
12050010;12050010 - - PARA SIEMBRA
